genome	cluster	size	extended_phylogeny	succinct_phylogeny	final_representative	rep_accession	ecogenomics_classificaion	final_classification	updated_classification	initial_classification	accession	genome_extended	genome_type	is_95ANI_rep	new_isolate	existing_isolate	isolate_origin
GCA_000504625_1_ASM50462v1	cluster_000015	1	include	include	GCA_000504625.1_ASM50462v1	GCA_000504625.1	Ic.1	Ic	Ic	Ic.1	GCA_000504625.1	GCA_000504625.1_ASM50462v1	SAG	TRUE	NA	NA	NA
GCA_000513055_1_ASM51305v1	cluster_000266	1	include	include	GCA_000513055.1_ASM51305v1	GCA_000513055.1		Ic	Ic	Ic.1	GCA_000513055.1	GCA_000513055.1_ASM51305v1	SAG	TRUE	NA	NA	NA
GCA_000513075_1_ASM51307v1	cluster_000166	1	include	include	GCA_000513075.1_ASM51307v1	GCA_000513075.1		Ic	Ic	Ic.1	GCA_000513075.1	GCA_000513075.1_ASM51307v1	SAG	TRUE	NA	NA	NA
GCA_902567835_1_AG_414_E02	cluster_000325	1	include	include	GCA_902567835.1_AG-414-E02	GCA_902567835.1	Ic.2	Ic	NA	Ic.2	GCA_902567835.1	GCA_902567835.1_AG-414-E02	SAG	TRUE	NA	NA	NA
GCA_014653835_1_SAG_MED28	cluster_000255	1	include	include	GCA_014653835.1_SAG-MED28	GCA_014653835.1	IIa.B.I	II	II	IIa.B.I	GCA_014653835.1	GCA_014653835.1_SAG-MED28	SAG	TRUE	NA	NA	NA
GCA_014654415_1_SAG_MED05	cluster_000309	1	include	include	GCA_014654415.1_SAG-MED05	GCA_014654415.1	IIa.B	II	II	IIa.B	GCA_014654415.1	GCA_014654415.1_SAG-MED05	SAG	TRUE	NA	NA	NA
GCA_902509665_1_AG_313_A04	cluster_000202	1	include	include	GCA_902509665.1_AG-313-A04	GCA_902509665.1	IIa.B	II	NA	IIa	GCA_902509665.1	GCA_902509665.1_AG-313-A04	SAG	TRUE	NA	NA	NA
GCA_902515705_1_AG_325_E20	cluster_000088	1	include	include	GCA_902515705.1_AG-325-E20	GCA_902515705.1		II	II	IIa	GCA_902515705.1	GCA_902515705.1_AG-325-E20	SAG	TRUE	NA	NA	NA
GCA_902523185_1_AG_895_E15	cluster_000038	1	include	include	GCA_902523185.1_AG-895-E15	GCA_902523185.1		II	II	IIa	GCA_902523185.1	GCA_902523185.1_AG-895-E15	SAG	TRUE	NA	NA	NA
GCA_902524945_1_AG_337_E15	cluster_000267	1	include	include	GCA_902524945.1_AG-337-E15	GCA_902524945.1		II	II	IIa	GCA_902524945.1	GCA_902524945.1_AG-337-E15	SAG	TRUE	NA	NA	NA
GCA_902530635_1_AG_343_E17	cluster_000333	1	include	include	GCA_902530635.1_AG-343-E17	GCA_902530635.1		II	II	IIa	GCA_902530635.1	GCA_902530635.1_AG-343-E17	SAG	TRUE	NA	NA	NA
GCA_902535255_1_AG_349_C11	cluster_000114	1	include	include	GCA_902535255.1_AG-349-C11	GCA_902535255.1		II	II	IIa	GCA_902535255.1	GCA_902535255.1_AG-349-C11	SAG	TRUE	NA	NA	NA
GCA_902535465_1_AG_349_D08	cluster_000299	1	include	include	GCA_902535465.1_AG-349-D08	GCA_902535465.1		II	II	IIa	GCA_902535465.1	GCA_902535465.1_AG-349-D08	SAG	TRUE	NA	NA	NA
GCA_902536385_1_AG_349_F22	cluster_000232	1	include	include	GCA_902536385.1_AG-349-F22	GCA_902536385.1		II	II	IIa	GCA_902536385.1	GCA_902536385.1_AG-349-F22	SAG	TRUE	NA	NA	NA
GCA_902539745_1_AG_359_B04	cluster_000216	1	include	include	GCA_902539745.1_AG-359-B04	GCA_902539745.1		II	II	IIa	GCA_902539745.1	GCA_902539745.1_AG-359-B04	SAG	TRUE	NA	NA	NA
GCA_902552345_1_AG_903_M21	cluster_000275	1	include	include	GCA_902552345.1_AG-903-M21	GCA_902552345.1		II	II	IIa	GCA_902552345.1	GCA_902552345.1_AG-903-M21	SAG	TRUE	NA	NA	NA
GCA_902557775_1_AG_905_B19	cluster_000272	1	include	include	GCA_902557775.1_AG-905-B19	GCA_902557775.1		II	II	IIa	GCA_902557775.1	GCA_902557775.1_AG-905-B19	SAG	TRUE	NA	NA	NA
GCA_902558755_1_AG_390_M15	cluster_000274	2	include	excluded_not_95_rep	GCA_902572605.1_AG-909-N22	GCA_902572605.1		II	II	IIa	GCA_902558755.1	GCA_902558755.1_AG-390-M15	SAG	NA	NA	NA	NA
GCA_902561155_1_AG_404_C23	cluster_000155	2	include	include	GCA_902561155.1_AG-404-C23	GCA_902561155.1		II	NA	II	GCA_902561155.1	GCA_902561155.1_AG-404-C23	SAG	TRUE	NA	NA	NA
GCA_902567495_1_AG_414_B15	cluster_000165	1	include	include	GCA_902567495.1_AG-414-B15	GCA_902567495.1		II	II	IIa	GCA_902567495.1	GCA_902567495.1_AG-414-B15	SAG	TRUE	NA	NA	NA
GCA_902567685_1_AG_414_D07	cluster_000228	1	include	include	GCA_902567685.1_AG-414-D07	GCA_902567685.1		II	II	IIa	GCA_902567685.1	GCA_902567685.1_AG-414-D07	SAG	TRUE	NA	NA	NA
GCA_902570375_1_AG_414_P09	cluster_000029	2	include	excluded_not_95_rep	GCA_902578935.1_AG-426-O05	GCA_902578935.1		II	II	IIa	GCA_902570375.1	GCA_902570375.1_AG-414-P09	SAG	NA	NA	NA	NA
GCA_902571095_1_AG_422_B23	cluster_000137	1	include	include	GCA_902571095.1_AG-422-B23	GCA_902571095.1		II	II	IIa	GCA_902571095.1	GCA_902571095.1_AG-422-B23	SAG	TRUE	NA	NA	NA
GCA_902572345_1_AG_422_F15	cluster_000042	1	include	include	GCA_902572345.1_AG-422-F15	GCA_902572345.1		II	II	IIa	GCA_902572345.1	GCA_902572345.1_AG-422-F15	SAG	TRUE	NA	NA	NA
GCA_902572605_1_AG_909_N22	cluster_000274	2	include	include	GCA_902572605.1_AG-909-N22	GCA_902572605.1		II	II	IIa	GCA_902572605.1	GCA_902572605.1_AG-909-N22	SAG	TRUE	NA	NA	NA
GCA_902573425_1_AG_422_J20	cluster_000193	1	include	include	GCA_902573425.1_AG-422-J20	GCA_902573425.1		II	II	IIa	GCA_902573425.1	GCA_902573425.1_AG-422-J20	SAG	TRUE	NA	NA	NA
GCA_902574035_1_AG_422_L15	cluster_000224	1	include	include	GCA_902574035.1_AG-422-L15	GCA_902574035.1		II	II	IIa	GCA_902574035.1	GCA_902574035.1_AG-422-L15	SAG	TRUE	NA	NA	NA
GCA_902575095_1_AG_910_G11	cluster_000059	1	include	include	GCA_902575095.1_AG-910-G11	GCA_902575095.1		II	II	IIa	GCA_902575095.1	GCA_902575095.1_AG-910-G11	SAG	TRUE	NA	NA	NA
GCA_902577615_1_AG_426_I15	cluster_000256	1	include	include	GCA_902577615.1_AG-426-I15	GCA_902577615.1	IIa.A.1	II	NA	IIa	GCA_902577615.1	GCA_902577615.1_AG-426-I15	SAG	TRUE	NA	NA	NA
GCA_902578115_1_AG_426_L15	cluster_000253	1	include	include	GCA_902578115.1_AG-426-L15	GCA_902578115.1		II	II	IIa	GCA_902578115.1	GCA_902578115.1_AG-426-L15	SAG	TRUE	NA	NA	NA
GCA_902578155_1_AG_426_L23	cluster_000198	1	include	include	GCA_902578155.1_AG-426-L23	GCA_902578155.1	IIa.A.2	II	NA	IIa	GCA_902578155.1	GCA_902578155.1_AG-426-L23	SAG	TRUE	NA	NA	NA
GCA_902578315_1_AG_911_E05	cluster_000248	1	include	include	GCA_902578315.1_AG-911-E05	GCA_902578315.1		II	II	IIa	GCA_902578315.1	GCA_902578315.1_AG-911-E05	SAG	TRUE	NA	NA	NA
GCA_902578935_1_AG_426_O05	cluster_000029	2	include	include	GCA_902578935.1_AG-426-O05	GCA_902578935.1		II	II	IIa	GCA_902578935.1	GCA_902578935.1_AG-426-O05	SAG	TRUE	NA	NA	NA
GCA_902579115_1_AG_911_G13	cluster_000077	1	include	include	GCA_902579115.1_AG-911-G13	GCA_902579115.1		II	II	IIa	GCA_902579115.1	GCA_902579115.1_AG-911-G13	SAG	TRUE	NA	NA	NA
GCA_902581795_1_AG_430_F03	cluster_000152	1	include	include	GCA_902581795.1_AG-430-F03	GCA_902581795.1		II	II	IIa	GCA_902581795.1	GCA_902581795.1_AG-430-F03	SAG	TRUE	NA	NA	NA
GCA_902582155_1_AG_912_D10	cluster_000184	1	include	include	GCA_902582155.1_AG-912-D10	GCA_902582155.1		II	II	IIa	GCA_902582155.1	GCA_902582155.1_AG-912-D10	SAG	TRUE	NA	NA	NA
GCA_902582165_1_AG_912_D17	cluster_000304	1	include	include	GCA_902582165.1_AG-912-D17	GCA_902582165.1		II	II	IIa	GCA_902582165.1	GCA_902582165.1_AG-912-D17	SAG	TRUE	NA	NA	NA
GCA_902582345_1_AG_430_G14	cluster_000225	1	include	include	GCA_902582345.1_AG-430-G14	GCA_902582345.1		II	II	IIa	GCA_902582345.1	GCA_902582345.1_AG-430-G14	SAG	TRUE	NA	NA	NA
GCA_902582665_1_AG_430_I06	cluster_000270	1	include	include	GCA_902582665.1_AG-430-I06	GCA_902582665.1	IIa.A.1	II	NA	IIa	GCA_902582665.1	GCA_902582665.1_AG-430-I06	SAG	TRUE	NA	NA	NA
GCA_902583585_1_AG_912_J06	cluster_000268	1	include	include	GCA_902583585.1_AG-912-J06	GCA_902583585.1		II	II	IIa	GCA_902583585.1	GCA_902583585.1_AG-912-J06	SAG	TRUE	NA	NA	NA
GCA_902585045_1_AG_912_P19	cluster_000021	1	include	include	GCA_902585045.1_AG-912-P19	GCA_902585045.1		II	II	IIa	GCA_902585045.1	GCA_902585045.1_AG-912-P19	SAG	TRUE	NA	NA	NA
GCA_902587515_1_AG_913_I14	cluster_000223	1	include	include	GCA_902587515.1_AG-913-I14	GCA_902587515.1		II	II	IIa	GCA_902587515.1	GCA_902587515.1_AG-913-I14	SAG	TRUE	NA	NA	NA
GCA_902590505_1_AG_914_J05	cluster_000179	1	include	include	GCA_902590505.1_AG-914-J05	GCA_902590505.1		II	II	IIa	GCA_902590505.1	GCA_902590505.1_AG-914-J05	SAG	TRUE	NA	NA	NA
GCA_902591045_1_AG_439_O05	cluster_000221	1	include	include	GCA_902591045.1_AG-439-O05	GCA_902591045.1		II	II	IIa	GCA_902591045.1	GCA_902591045.1_AG-439-O05	SAG	TRUE	NA	NA	NA
GCA_902597175_1_AG_916_E17	cluster_000201	1	include	include	GCA_902597175.1_AG-916-E17	GCA_902597175.1		II	II	IIa	GCA_902597175.1	GCA_902597175.1_AG-916-E17	SAG	TRUE	NA	NA	NA
GCA_902598125_1_AG_453_G04	cluster_000169	1	include	include	GCA_902598125.1_AG-453-G04	GCA_902598125.1		II	II	IIa	GCA_902598125.1	GCA_902598125.1_AG-453-G04	SAG	TRUE	NA	NA	NA
GCA_902598735_1_AG_916_L09	cluster_000240	1	include	include	GCA_902598735.1_AG-916-L09	GCA_902598735.1		II	II	IIa	GCA_902598735.1	GCA_902598735.1_AG-916-L09	SAG	TRUE	NA	NA	NA
GCA_902601705_1_AG_917_F18	cluster_000007	1	include	include	GCA_902601705.1_AG-917-F18	GCA_902601705.1		II	II	IIa	GCA_902601705.1	GCA_902601705.1_AG-917-F18	SAG	TRUE	NA	NA	NA
GCA_902605035_1_AG_461_E04	cluster_000158	1	include	include	GCA_902605035.1_AG-461-E04	GCA_902605035.1		II	II	IIa	GCA_902605035.1	GCA_902605035.1_AG-461-E04	SAG	TRUE	NA	NA	NA
GCA_902609855_1_AG_917_K20	cluster_000195	1	include	include	GCA_902609855.1_AG-917-K20	GCA_902609855.1		II	II	IIa	GCA_902609855.1	GCA_902609855.1_AG-917-K20	SAG	TRUE	NA	NA	NA
GCA_902613545_1_AG_918_M15	cluster_000150	1	include	include	GCA_902613545.1_AG-918-M15	GCA_902613545.1		II	II	IIa	GCA_902613545.1	GCA_902613545.1_AG-918-M15	SAG	TRUE	NA	NA	NA
GCA_902613915_1_AG_918_N23	cluster_000132	1	include	include	GCA_902613915.1_AG-918-N23	GCA_902613915.1		II	II	IIa	GCA_902613915.1	GCA_902613915.1_AG-918-N23	SAG	TRUE	NA	NA	NA
GCA_902614835_1_AG_919_C22	cluster_000141	1	include	include	GCA_902614835.1_AG-919-C22	GCA_902614835.1		II	II	IIa	GCA_902614835.1	GCA_902614835.1_AG-919-C22	SAG	TRUE	NA	NA	NA
GCA_902615435_1_AG_891_O15	cluster_000278	1	include	include	GCA_902615435.1_AG-891-O15	GCA_902615435.1		II	II	IIa	GCA_902615435.1	GCA_902615435.1_AG-891-O15	SAG	TRUE	NA	NA	NA
GCA_902615715_1_AG_919_F21	cluster_000264	1	include	include	GCA_902615715.1_AG-919-F21	GCA_902615715.1		II	II	IIa	GCA_902615715.1	GCA_902615715.1_AG-919-F21	SAG	TRUE	NA	NA	NA
GCA_902616145_1_AG_919_I13	cluster_000075	1	include	include	GCA_902616145.1_AG-919-I13	GCA_902616145.1		II	II	IIa	GCA_902616145.1	GCA_902616145.1_AG-919-I13	SAG	TRUE	NA	NA	NA
GCA_902616675_1_AG_919_K20	cluster_000047	1	include	include	GCA_902616675.1_AG-919-K20	GCA_902616675.1		II	II	IIa	GCA_902616675.1	GCA_902616675.1_AG-919-K20	SAG	TRUE	NA	NA	NA
GCA_902617025_1_AG_919_M05	cluster_000331	1	include	include	GCA_902617025.1_AG-919-M05	GCA_902617025.1		II	II	IIa	GCA_902617025.1	GCA_902617025.1_AG-919-M05	SAG	TRUE	NA	NA	NA
GCA_902619675_1_AG_920_I07	cluster_000211	1	include	include	GCA_902619675.1_AG-920-I07	GCA_902619675.1		II	II	IIa	GCA_902619675.1	GCA_902619675.1_AG-920-I07	SAG	TRUE	NA	NA	NA
GCA_902620525_1_AG_920_L07	cluster_000252	1	include	include	GCA_902620525.1_AG-920-L07	GCA_902620525.1		II	II	IIa	GCA_902620525.1	GCA_902620525.1_AG-920-L07	SAG	TRUE	NA	NA	NA
GCA_902620585_1_AG_920_L18	cluster_000294	1	include	include	GCA_902620585.1_AG-920-L18	GCA_902620585.1		II	II	IIa	GCA_902620585.1	GCA_902620585.1_AG-920-L18	SAG	TRUE	NA	NA	NA
GCA_902623395_1_AH_287_C13	cluster_000159	1	include	include	GCA_902623395.1_AH-287-C13	GCA_902623395.1		II	II	IIa	GCA_902623395.1	GCA_902623395.1_AH-287-C13	SAG	TRUE	NA	NA	NA
GCA_902624195_1_AH_287_E19	cluster_000311	1	include	include	GCA_902624195.1_AH-287-E19	GCA_902624195.1		II	II	IIa	GCA_902624195.1	GCA_902624195.1_AH-287-E19	SAG	TRUE	NA	NA	NA
GCA_902632445_1_AH_326_M23	cluster_000163	1	include	include	GCA_902632445.1_AH-326-M23	GCA_902632445.1		II	II	IIa	GCA_902632445.1	GCA_902632445.1_AH-326-M23	SAG	TRUE	NA	NA	NA
GCA_902524955_1_AG_895_L23	cluster_000243	1	include	include	GCA_902524955.1_AG-895-L23	GCA_902524955.1		III	III	IIIa	GCA_902524955.1	GCA_902524955.1_AG-895-L23	SAG	TRUE	NA	NA	NA
GCA_902561535_1_AG_907_B09	cluster_000155	2	include	excluded_not_95_rep	GCA_902561155.1_AG-404-C23	GCA_902561155.1		III	NA	III	GCA_902561535.1	GCA_902561535.1_AG-907-B09	SAG	NA	NA	NA	NA
GCA_902576735_1_AG_910_M21	cluster_000052	1	include	include	GCA_902576735.1_AG-910-M21	GCA_902576735.1		III	III	IIIa	GCA_902576735.1	GCA_902576735.1_AG-910-M21	SAG	TRUE	NA	NA	NA
GCA_001179925_1_SCGC_AAA795_D22	cluster_000149	1	include	excluded_no_90_or_greater	GCA_001179925.1_SCGC-AAA795-D22	GCA_001179925.1	Ia.4.III	NA	NA	Ia.3.III	GCA_001179925.1	GCA_001179925.1_SCGC-AAA795-D22	SAG	NA	NA	NA	NA
GCA_014653355_1_SAG_MED47	cluster_000105	1	include	excluded_no_90_or_greater	GCA_014653355.1_SAG-MED47	GCA_014653355.1	Ia.4	NA	NA	Ia.4	GCA_014653355.1	GCA_014653355.1_SAG-MED47	SAG	NA	NA	NA	NA
GCA_014653365_1_SAG_MED49	cluster_000260	1	include	excluded_no_90_or_greater	GCA_014653365.1_SAG-MED49	GCA_014653365.1	Ia.3.IV	NA	NA	Ia.3.IV	GCA_014653365.1	GCA_014653365.1_SAG-MED49	SAG	NA	NA	NA	NA
GCA_014654065_1_SAG_MED15	cluster_000273	1	include	excluded_no_90_or_greater	GCA_014654065.1_SAG-MED15	GCA_014654065.1	Ib.5	NA	NA	Ib.5	GCA_014654065.1	GCA_014654065.1_SAG-MED15	SAG	NA	NA	NA	NA
GCA_014654165_1_SAG_MED13	cluster_000106	1	include	excluded_no_90_or_greater	GCA_014654165.1_SAG-MED13	GCA_014654165.1	Ia.4	NA	NA	Ia.4.RS39	GCA_014654165.1	GCA_014654165.1_SAG-MED13	SAG	NA	NA	NA	NA
GCA_014654455_1_SAG_MED01	cluster_000257	1	include	excluded_no_90_or_greater	GCA_014654455.1_SAG-MED01	GCA_014654455.1	Ia.4	NA	NA	Ia.4	GCA_014654455.1	GCA_014654455.1_SAG-MED01	SAG	NA	NA	NA	NA
GCA_902515095_1_AG_325_C18	cluster_000185	1	include	excluded_no_90_or_greater	GCA_902515095.1_AG-325-C18	GCA_902515095.1		NA	NA	Ia.4.RS39	GCA_902515095.1	GCA_902515095.1_AG-325-C18	SAG	NA	NA	NA	NA
GCA_902515205_1_AG_325_D10	cluster_000019	1	include	excluded_no_90_or_greater	GCA_902515205.1_AG-325-D10	GCA_902515205.1		NA	NA	Ia.4	GCA_902515205.1	GCA_902515205.1_AG-325-D10	SAG	NA	NA	NA	NA
GCA_902515985_1_AG_325_G21	cluster_000329	1	include	excluded_no_90_or_greater	GCA_902515985.1_AG-325-G21	GCA_902515985.1		NA	NA	Ib	GCA_902515985.1	GCA_902515985.1_AG-325-G21	SAG	NA	NA	NA	NA
GCA_902516465_1_AG_325_L02	cluster_000220	1	include	excluded_no_90_or_greater	GCA_902516465.1_AG-325-L02	GCA_902516465.1		NA	NA	Ia.4	GCA_902516465.1	GCA_902516465.1_AG-325-L02	SAG	NA	NA	NA	NA
GCA_902517615_1_AG_333_A04	cluster_000133	1	include	excluded_no_90_or_greater	GCA_902517615.1_AG-333-A04	GCA_902517615.1		NA	NA	Ia.3.V	GCA_902517615.1	GCA_902517615.1_AG-333-A04	SAG	NA	NA	NA	NA
GCA_902518835_1_AG_333_D08	cluster_000108	1	include	excluded_no_90_or_greater	GCA_902518835.1_AG-333-D08	GCA_902518835.1		NA	NA	Ia.4	GCA_902518835.1	GCA_902518835.1_AG-333-D08	SAG	NA	NA	NA	NA
GCA_902519945_1_AG_894_I19	cluster_000303	1	include	excluded_no_90_or_greater	GCA_902519945.1_AG-894-I19	GCA_902519945.1		NA	NA	Ia.4.II	GCA_902519945.1	GCA_902519945.1_AG-894-I19	SAG	NA	NA	NA	NA
GCA_902521005_1_AG_333_K06	cluster_000036	1	include	excluded_only2_SAGs_clustered	GCA_902521005.1_AG-333-K06	GCA_902521005.1		NA	NA	Ib	GCA_902521005.1	GCA_902521005.1_AG-333-K06	SAG	NA	NA	NA	NA
GCA_902521805_1_AG_333_M03	cluster_000290	1	include	excluded_no_90_or_greater	GCA_902521805.1_AG-333-M03	GCA_902521805.1		NA	NA	Ia.3	GCA_902521805.1	GCA_902521805.1_AG-333-M03	SAG	NA	NA	NA	NA
GCA_902526645_1_AG_896_C18	cluster_000140	1	include	excluded_no_90_or_greater	GCA_902526645.1_AG-896-C18	GCA_902526645.1		NA	NA	Ia.4	GCA_902526645.1	GCA_902526645.1_AG-896-C18	SAG	NA	NA	NA	NA
GCA_902526815_1_AG_896_D15	cluster_000229	2	include	excluded_only2_SAGs_clustered	GCA_902558435.1_AG-905-E11	GCA_902558435.1		NA	NA	Ib.2	GCA_902526815.1	GCA_902526815.1_AG-896-D15	SAG	NA	NA	NA	NA
GCA_902532195_1_AG_343_K02	cluster_000092	1	include	excluded_no_90_or_greater	GCA_902532195.1_AG-343-K02	GCA_902532195.1		NA	NA	Ib	GCA_902532195.1	GCA_902532195.1_AG-343-K02	SAG	NA	NA	NA	NA
GCA_902536805_1_AG_898_P13	cluster_000168	2	include	excluded_only2_SAGs_clustered	GCA_902619925.1_AG-920-I23	GCA_902619925.1		NA	Ib_6	Ib	GCA_902536805.1	GCA_902536805.1_AG-898-P13	SAG	NA	NA	NA	NA
GCA_902540815_1_AG_359_F04	cluster_000156	2	include	excluded_only2_SAGs_clustered	GCA_902577525.1_AG-426-I10	GCA_902577525.1		NA	NA	Ia.4	GCA_902540815.1	GCA_902540815.1_AG-359-F04	SAG	NA	NA	NA	NA
GCA_902543375_1_AG_359_P18	cluster_000093	1	include	excluded_no_90_or_greater	GCA_902543375.1_AG-359-P18	GCA_902543375.1		NA	NA	Ia.4.RS39	GCA_902543375.1	GCA_902543375.1_AG-359-P18	SAG	NA	NA	NA	NA
GCA_902550805_1_AG_365_C14	cluster_000284	1	include	excluded_no_90_or_greater	GCA_902550805.1_AG-365-C14	GCA_902550805.1		NA	NA	Ia	GCA_902550805.1	GCA_902550805.1_AG-365-C14	SAG	NA	NA	NA	NA
GCA_902555465_1_AG_390_C19	cluster_000023	1	include	excluded_no_90_or_greater	GCA_902555465.1_AG-390-C19	GCA_902555465.1		NA	Ib.3	Ib.3	GCA_902555465.1	GCA_902555465.1_AG-390-C19	SAG	NA	NA	NA	NA
GCA_902555945_1_AG_390_E04	cluster_000348	1	include	excluded_no_90_or_greater	GCA_902555945.1_AG-390-E04	GCA_902555945.1		NA	NA	Ia.4	GCA_902555945.1	GCA_902555945.1_AG-390-E04	SAG	NA	NA	NA	NA
GCA_902557385_1_AG_390_I22	cluster_000313	1	include	excluded_no_90_or_greater	GCA_902557385.1_AG-390-I22	GCA_902557385.1		NA	NA	Ia	GCA_902557385.1	GCA_902557385.1_AG-390-I22	SAG	NA	NA	NA	NA
GCA_902558435_1_AG_905_E11	cluster_000229	2	include	excluded_only2_SAGs_clustered	GCA_902558435.1_AG-905-E11	GCA_902558435.1		NA	NA	Ib.2	GCA_902558435.1	GCA_902558435.1_AG-905-E11	SAG	NA	NA	NA	NA
GCA_902559505_1_AG_390_O04	cluster_000041	1	include	excluded_no_90_or_greater	GCA_902559505.1_AG-390-O04	GCA_902559505.1	Ia.4	NA	NA	Ia.4	GCA_902559505.1	GCA_902559505.1_AG-390-O04	SAG	NA	NA	NA	NA
GCA_902560625_1_AG_404_B04	cluster_000148	1	include	excluded_no_90_or_greater	GCA_902560625.1_AG-404-B04	GCA_902560625.1		NA	NA	Ib	GCA_902560625.1	GCA_902560625.1_AG-404-B04	SAG	NA	NA	NA	NA
GCA_902560815_1_AG_404_C02	cluster_000302	1	include	excluded_no_90_or_greater	GCA_902560815.1_AG-404-C02	GCA_902560815.1		NA	NA	Ib	GCA_902560815.1	GCA_902560815.1_AG-404-C02	SAG	NA	NA	NA	NA
GCA_902562875_1_AG_404_J20	cluster_000154	1	include	excluded_no_90_or_greater	GCA_902562875.1_AG-404-J20	GCA_902562875.1		NA	NA	Ib	GCA_902562875.1	GCA_902562875.1_AG-404-J20	SAG	NA	NA	NA	NA
GCA_902564245_1_AG_404_O18	cluster_000277	1	include	excluded_no_90_or_greater	GCA_902564245.1_AG-404-O18	GCA_902564245.1		NA	NA	Ib	GCA_902564245.1	GCA_902564245.1_AG-404-O18	SAG	NA	NA	NA	NA
GCA_902564565_1_AG_404_P20	cluster_000069	1	include	excluded_no_90_or_greater	GCA_902564565.1_AG-404-P20	GCA_902564565.1		NA	NA	Ia	GCA_902564565.1	GCA_902564565.1_AG-404-P20	SAG	NA	NA	NA	NA
GCA_902565935_1_AG_410_K05	cluster_000086	1	include	excluded_no_90_or_greater	GCA_902565935.1_AG-410-K05	GCA_902565935.1		NA	NA	Ia.4	GCA_902565935.1	GCA_902565935.1_AG-410-K05	SAG	NA	NA	NA	NA
GCA_902566365_1_AG_410_L19	cluster_000350	1	include	excluded_no_90_or_greater	GCA_902566365.1_AG-410-L19	GCA_902566365.1		NA	NA	Ia.4	GCA_902566365.1	GCA_902566365.1_AG-410-L19	SAG	NA	NA	NA	NA
GCA_902567235_1_AG_414_B08	cluster_000045	1	include	excluded_no_90_or_greater	GCA_902567235.1_AG-414-B08	GCA_902567235.1		NA	NA	Ib	GCA_902567235.1	GCA_902567235.1_AG-414-B08	SAG	NA	NA	NA	NA
GCA_902569405_1_AG_414_L04	cluster_000177	1	include	excluded_no_90_or_greater	GCA_902569405.1_AG-414-L04	GCA_902569405.1		NA	NA	Ia	GCA_902569405.1	GCA_902569405.1_AG-414-L04	SAG	NA	NA	NA	NA
GCA_902569805_1_AG_414_M23	cluster_000097	1	include	excluded_no_90_or_greater	GCA_902569805.1_AG-414-M23	GCA_902569805.1	Ib.3.I	NA	NA	Ib	GCA_902569805.1	GCA_902569805.1_AG-414-M23	SAG	NA	NA	NA	NA
GCA_902571375_1_AG_422_C13	cluster_000116	1	include	excluded_no_90_or_greater	GCA_902571375.1_AG-422-C13	GCA_902571375.1		NA	NA	Ia.4	GCA_902571375.1	GCA_902571375.1_AG-422-C13	SAG	NA	NA	NA	NA
GCA_902573235_1_AG_422_J03	cluster_000174	1	include	excluded_no_90_or_greater	GCA_902573235.1_AG-422-J03	GCA_902573235.1		NA	NA	Ia.4	GCA_902573235.1	GCA_902573235.1_AG-422-J03	SAG	NA	NA	NA	NA
GCA_902574695_1_AG_422_N15	cluster_000089	1	include	excluded_no_90_or_greater	GCA_902574695.1_AG-422-N15	GCA_902574695.1		NA	NA	Ib.5	GCA_902574695.1	GCA_902574695.1_AG-422-N15	SAG	NA	NA	NA	NA
GCA_902575785_1_AG_426_B11	cluster_000144	2	include	excluded_only2_SAGs_clustered	GCA_902575785.1_AG-426-B11	GCA_902575785.1		NA	NA	Ia.4	GCA_902575785.1	GCA_902575785.1_AG-426-B11	SAG	NA	NA	NA	NA
GCA_902577415_1_AG_426_G09	cluster_000321	1	include	excluded_no_90_or_greater	GCA_902577415.1_AG-426-G09	GCA_902577415.1	Ib.3.I	NA	NA	Ib.3	GCA_902577415.1	GCA_902577415.1_AG-426-G09	SAG	NA	NA	NA	NA
GCA_902577525_1_AG_426_I10	cluster_000156	2	include	excluded_only2_SAGs_clustered	GCA_902577525.1_AG-426-I10	GCA_902577525.1		NA	NA	Ia.4	GCA_902577525.1	GCA_902577525.1_AG-426-I10	SAG	NA	NA	NA	NA
GCA_902578775_1_AG_426_P08	cluster_000282	1	include	excluded_no_90_or_greater	GCA_902578775.1_AG-426-P08	GCA_902578775.1		NA	NA	Ia.3.III	GCA_902578775.1	GCA_902578775.1_AG-426-P08	SAG	NA	NA	NA	NA
GCA_902579105_1_AG_430_A11	cluster_000326	1	include	excluded_no_90_or_greater	GCA_902579105.1_AG-430-A11	GCA_902579105.1		NA	NA	Ia.3	GCA_902579105.1	GCA_902579105.1_AG-430-A11	SAG	NA	NA	NA	NA
GCA_902579985_1_AG_430_B09	cluster_000063	1	include	excluded_no_90_or_greater	GCA_902579985.1_AG-430-B09	GCA_902579985.1		NA	NA	Ia.1	GCA_902579985.1	GCA_902579985.1_AG-430-B09	SAG	NA	NA	NA	NA
GCA_902582385_1_AG_430_J07	cluster_000281	1	include	excluded_no_90_or_greater	GCA_902582385.1_AG-430-J07	GCA_902582385.1		NA	NA	Ia.4	GCA_902582385.1	GCA_902582385.1_AG-430-J07	SAG	NA	NA	NA	NA
GCA_902588965_1_AG_439_C18	cluster_000056	1	include	excluded_no_90_or_greater	GCA_902588965.1_AG-439-C18	GCA_902588965.1		NA	NA	Ib.5	GCA_902588965.1	GCA_902588965.1_AG-439-C18	SAG	NA	NA	NA	NA
